"第2層","第3層","第4層","UID","H28対応項目","H28表記","第4層(技術参与清書)","第4層(20220302査読直前)","修正提案(20220302)","査読コメント(20220302)","全体編集コメント","チームからの返信（原案どおりなら１、修正案に賛成なら２）","チームからのコメント（あれば）","第4層(計算列)","メモ","査読への返答","A","B","C","D","E","F","G","H","I","Unnamed: 25"
"治療を含む対応の実施","救急・初期対応","","Jkxir3M","F-03-06-04-01","緊急性の高い状況かどうかをある程度判断できるようになる。","","削除:緊急性の高い状況を判断できる。","","","","","","","初期対応への分類とどちらが良いか？（小松）","対応しました","気持ちはわかりますが、「ある程度」はアバウトです
緊急性の高い状況を判断して、指導医に報告できる","","174とまとめて「身体徴候、バイタルサインなどから緊急性の高い状況かを判断し、指導医に報告できる」というパフォーマンスのレベルまで求めては？Post CC OSCEの課題でもそのようなレベルまで扱われていると理解しています","","","","","","",""
"治療を含む対応の実施","救急・初期対応","バイタルサインや身体徴候から緊急性の高い状態にある患者を認識できる。","Jkxir3Q","G-03-04-na-01,F-02-09-02-02,F-03-06-04-01","身体徴候、バイタルサインから緊急性の高い状況であることを判断できる。,基本的バイタルサイン（体温、呼吸、脈拍、血圧）の意義とモニターの方法を説明できる。,緊急性の高い状況かどうかをある程度判断できるようになる。","バイタルサインや身体徴候から緊急性の高い状態にある患者を認識（識別）できる。","バイタルサインや身体徴候から緊急性の高い状態にある患者を認識（識別）できる。","バイタルサインや身体徴候から緊急性の高い状態にある患者を認識できる。","（識別）を削除","",2.0,"","バイタルサインや身体徴候から緊急性の高い状態にある患者を認識できる。","初期対応への分類とどちらが良いか？（小松）","対応しました","同上","","173とまとめてよいのでは","","","１７３と統合可能そうです・","","","",""
"治療を含む対応の実施","救急・初期対応","一次救命処置を実施できる。","Jkxir3U","G-03-04-na-02,F-03-06-04-02,G-04-01-07-01","一次救命処置を実施できる。,一次救命処置を実施できる。,呼吸、循環を安定化するための初期治療を学ぶ。","一次救命処置を実施できる。","一次救命処置を実施できる。","一次救命処置を実施できる。","ママ","",1.0,"","一次救命処置を実施できる。","","","","","","","","","","","",""
"治療を含む対応の実施","救急・初期対応","頻度・緊急性の高い患者に対する初期対応（二次救命処置を含む）の実施を補助できる。","Jkxir3Y","G-03-04-na-03,G-04-01-07-01","二次救命処置を含む緊急性の高い患者の初期対応に可能な範囲で参加する。,呼吸、循環を安定化するための初期治療を学ぶ。","二次救命処置を含む頻度の高い緊急性の高い患者の初期対応を実演できる。","二次救命処置を含む頻度の高い緊急性の高い患者の初期対応を実演できる。","頻度・緊急性の高い患者に対する初期対応（二次救命処置を含む）の実施を補助できる。","学生レベルに合わせて文言を修正","",2.0,"","頻度・緊急性の高い患者に対する初期対応（二次救命処置を含む）の実施を補助できる。","二次救命処置を含む緊急性の高い患者の初期対応に可能な範囲で参加する。から実演できるに変更(近藤)","","","","","","","","","","",""
"治療を含む対応の実施","救急・初期対応","","Jkxir3c","F-02-10-na-05","気管挿管を含む各種の気道確保法を概説できる。","","削除:気管挿管を含む各種の気道確保法を実演できる。","","","","","","","","削除しました","「実演」の心はシミュレータを想定されているでしょうか。そのような記載のほうがわかりやすいです。あるいは、指導医のもとで実施と書くのも一法ですがちょっとやりすぎかと思います","","","","","","","BVMとかなら実施できてもいいと思います","",""
"治療を含む対応の実施","救急・初期対応","外傷の病態生理と診断について理解している。","Jkxir3g","F-01-37-na-02,F-01-37-na-03","外傷・熱傷の診断の要点を説明できる。,外傷・熱傷がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","外傷の病態生理と診断の要点を説明できる。","外傷の病態生理と診断の要点を説明できる。","外傷の病態生理と診断について理解している。","","",2.0,"","外傷の病態生理と診断について理解している。","","","","","179とまとめて「外傷の鑑別診断、病態生理と診断、初期対応の要点を説明できる」","","","","","","",""
"治療を含む対応の実施","救急・初期対応","外傷の初期対応の実施を補助できる。","Jkxir3k","G-02-37-na-01,G-02-37-na-02, G-02-37-na-03, G-02-37-na-04, G-02-37-na-05, G-02-37-na-06, G-02-37-na-07, G-02-37-na-08, G-02-37-na-09,F-01-37-na-02,F-01-37-na-03","一次性：頭部外傷,一次性：骨折,一次性：外傷性気胸,一次性：脊髄損傷,一次性：熱傷,二次性：急性大動脈解離,二次性：脳出血,二次性：くも膜下出血,二次性：頭蓋内血腫,外傷・熱傷の診断の要点を説明できる。,外傷・熱傷がある患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","外傷の場合に適切な鑑別（頭部外傷、骨折、外傷性気胸、脊髄損傷、熱傷、急性大動脈解離、脳出血、くも膜下出血、頭蓋内血腫等）を検討しながら初期対応できる。","外傷の場合に適切な鑑別(頭部外傷, 骨折, 外傷性気胸, 脊髄損傷, 熱傷, 急性大動脈解離, 脳出血, くも膜下出血, 頭蓋内血腫など)を検討しながら初期対応できる。","外傷の初期対応の実施を補助できる。","170に含められるが、外傷特異的な対応(JATECなど)はACLSとは異なるので残す","",2.0,"","外傷の初期対応の実施を補助できる。","この鑑別診断の部分は統合しても良い(近藤)","技能で審議しこのままとしました","初期対応できるでもいいと思いますが、「鑑別を行い、指導医に報告できる」という記載もあるように思います","","178にまとめて削除？","","","１７８統合可能そうです・","","","",""
"治療を含む対応の実施","救急・初期対応","アナフィラキシーショックの対応を補助できる。","Jkxirvw","F-02-08-na-03","薬物によるアナフィラキシーショックの症候、診断、対処法を説明できる。","薬物によるアナフィラキシーショックの対処を実演できる。","薬物によるアナフィラキシーショックの対処を実演できる。","アナフィラキシーショックの対応を補助できる。","薬物による、を削除
対応を補助","",2.0,"","アナフィラキシーショックの対応を補助できる。","臨床推論から移動(2022/2/7)(近藤)","技能で審議しこのままとしました","臨床推論のなかで、個別のものは第三層の記載を分けてはいかがでしょうか","ここから急に各論になり、びっくりしました","薬物に限らずでよいのでは？あるいは、知識312-313でショック全般についての診断と対応が説明できることが扱われているので、削除。","","薬物に限定する必要はない∴他所へ統合で良いのでは？","","","ショックは知識にあります","","【宮地】知識314で「ショックの治療を理解している」があるが、薬物によるアナフィラキシーショックだけ、対応が補助できるレベルが求められる理由は？"
"治療を含む対応の実施","書類の作成","各種診断書・証明書の下書きを作成できる。","Jkxir3o","G-03-01-na-17","各種診断書・検案書・証明書の作成を見学し、介助する。","各種診断書・証明書の下書きを作成できる。","各種診断書・証明書の下書きを作成できる。","各種診断書・証明書の下書きを作成できる。","ママ","",1.0,"","各種診断書・証明書の下書きを作成できる。","変更案-作成を見学する→下書きを作成する(近藤)","技能で審議しこのままとしました","作成し、指導医に提示できる","","","","","下書きを作成し、指導医に提案できる","","","",""
"治療を含む対応の実施","書類の作成","各種検案書の下書きを作成できる。","Jkxir3s","G-03-01-na-17","各種診断書・検案書・証明書の作成を見学し、介助する。","各種検案書の作成を実演できる。","各種検案書の作成を実演できる","各種検案書の下書きを作成できる。","の下書きを作成","",2.0,"","各種検案書の下書きを作成できる。","変更案-作成を見学する→実演できる(近藤)","技能で審議しこのままとしました","各種検案書とはなんでしょうか？しかも実演とはなんでしょうか？行180で十分では？","","","","","下書きを作成し、指導医に提案できる","","","",""
"治療を含む対応の実施","書類の作成","","Jkxir3A","","","各種同意書を用いた説明を実演できる。","各種同意書を用いた説明を実演できる","","学生レベルではない","",2.0,"","","できる→実演できるに(近藤)(2022/2/14)教育計画は学生のレベルとしては高いので第3層から削除→学生でも実現可能と思われるものを新設してみました","技能で審議しこのままとしました","各種同意書が読み手にわかるでしょうか？","","「〜説明を指導医とともに行うことができる」","","","指導医とともに？、指導医のもと？","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir3w","F-02-14-na-04","障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。","","削除:障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。","","","","","","","総合へ,治療計画?(近藤)→カルテ記載としてみました(近藤)","対応しました","妙に粒が小さい目標のイメージがあるのですが・・・","","総合66と重複","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir30","F-02-01-na-08","コンサルテーションや紹介の必要な状況を説明できる。","","削除:コンサルテーションや紹介の必要な状況を説明できる。","","連携８","","","","","各診療科に含まれるため削除(近藤)(2022/2/14)","削除しました","〜状況を判断し、指導医に相談することができる","","","","","を理解し、指導医に提案できる。","","説明レベルではなくて実演とか、指導医とともに実施できる、とかでどうでしょうか","",""
"患者情報の統合、分析と評価、診療計画","患者ケアに必要な連携","","Jkxirwo","F-02-04-na-02","診断に必要な臨床情報の適切な提供法を説明できる。","他の医療従事者に診断に必要な臨床情報の適切な提供ができる。","他の医療従事者に診断に必要な臨床情報の適切な提供ができる。","","連携４","",2.0,"","","","対応し、シンプルな表現としました","適切な提供法って誰が誰になのか明示しないと、学生の目標として理解できません","「説明できる」でよいか？","曖昧でよく意味がわからないのですが、必要でしょうか？","","統合というより知識。他所へ統合∴ここでは削除で良いのでは？","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir34","G-04-01-06-05","多職種連携を体験してその重要性を認識する。","","削除:多職種連携を体験してその重要性を認識する。","","","","","","","方略であるため","削除しました","できるだけ体験目標でなく到達目標の形態で
ここでいう他職種連携がチーム医療なのか、IPEなのかわからないです","","多職種連携の第４層はほぼ実践レベルとなっており、ここでの184は削除してよいのでは？","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir38","G-04-01-06-06","臨床現場において、保健・医療・福祉・介護に関する制度に触れる。","","削除:臨床現場において、保健・医療・福祉・介護に関する制度に触れる。","","","","","","","方略であるため","削除しました","保健・医療・福祉・介護の連携を臨床現場で経験し、連携の意義を説明できる","","制度に関しては複数のほかの学習目標で説明できるレベルのものがあり、これは削除でよいのでは？","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4A","G-04-01-07-03","チーム医療の一員として良好なコミュニケーションを実践できる。","チーム医療の一員として良好なコミュニケーションを実践できる。","チーム医療の一員として良好なコミュニケーションを実践できる。","","連携６","",2.0,"","","","技能で審議しこのままとしました","他職種のチームの一員として臨床現場でのコミュニケーションをとる","","「チーム医療」という言葉はここ以外では（コミュニケーションでも多職種連携でも）使われていないので、残す？","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4E","G-04-01-07-04","家族や地域といった視点をもち、保健・医療・福祉・介護との連携を学ぶ。","保健、医療、福祉、介護との連携を実演できる。","保健・医療・福祉・介護との連携を実演できる。","","連携全般","",2.0,"","","学ぶ→実演できる(近藤)(2022/2/14)","技能で審議しこのままとしました","総合に同じ項目あり","","総合で主に扱われており削除でよいのでは？","","","","","総合にあります","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4I","G-04-01-07-05","救急隊員との連携を通じて、病院前救護体制とメディカルコントロールについて学ぶ。","","削除:病院前救護体制とメディカルコントロールについて説明できる。","","","","","","","知識へ(近藤)(2022/2/18),学ぶ→説明できる(近藤)(2022/2/14)","削除しました","救急体制における病院前救護体制とメディカルコントロールについて概説できる","","学生全員に救急隊員と連携する機会を担保するのは困難だと思うのと、「学ぶ」ことは方略だと思うので、「救急隊員との連携、病院前救護体制とメディカルコントロールについて説明できる」","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4M","G-04-01-07-06","地域の災害医療体制について学ぶ。","地域の災害医療体制について説明できる。","地域の災害医療体制について説明できる。","","社会28と重複","",2.0,"","","学ぶ→説明できる(近藤)(2022/2/14)","技能で審議しこのままとしました","地域の災害医療体制について概説できる（社会にもあり）","","社会27-28と重複しており、削除でよいのでは","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","主要診療科[@tbl:主要診療科]にどのようにコンサルテーションすればよいかを理解している。","Jkxir4Q","F-03-05-08-07,G-04-01-01-06,G-04-01-02-06,G-04-01-03-07,G-04-01-04-07,G-04-01-05-05,G-04-02-01-05,G-04-02-02-05,G-04-02-03-05,G-04-02-04-05,G-04-02-05-05,G-04-02-06-05,G-04-02-07-05,G-04-02-08-05,G-04-02-09-05,G-04-02-10-05,G-04-02-11-05,G-04-02-13-04,G-04-02-14-05,G-04-02-15-05","どのように小児科にコンサルテーションすればよいか説明できる。,どのように内科にコンサルテーションすればよいかわかる。,どのように外科にコンサルテーションすればよいかわかる。,どのように小児科にコンサルテーションすればよいかわかる。,どのように産婦人科にコンサルテーションすればよいかわかる。,どのように精神科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。,どのように該当診療科にコンサルテーションすればよいかわかる。","主要診療科[^table:主要診療科]にどのようにコンサルテーションすればよいか説明できる。","主要診療科[^table:主要診療科]にどのようにコンサルテーションすればよいか説明できる。","主要診療科[@tbl:主要診療科]にどのようにコンサルテーションすればよいかを理解している。","説明→理解","",2.0,"","主要診療科[@tbl:主要診療科]にどのようにコンサルテーションすればよいかを理解している。","分かる→説明できるに。以下から統合。小児科,脳神経外科,臨床検査科,耳鼻咽喉科,産婦人科,皮膚科,形成外科,整形外科,小児の診察,その他,泌尿器科,麻酔科,歯科口腔外科,眼科,病理診断科,外科,リハビリテーション科,放射線科,精神科,内科","技能で審議しこのままとしました","基本診療科へのコンサルテーションの方法について説明でき、指導医とともに実施することができる","","","","","","","183と合併でいいと思います","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4U","G-04-03-na-02","学外の臨床研修病院等の地域病院や診療所、さらに保健所や社会福祉施設等の協力を得る。","","削除:学外の臨床研修病院等の地域病院や診療所、さらに保健所や社会福祉施設等の協力を得る。","","","","","","","方略であるため","削除しました","医学生に協力を得させるのは無理難題。
「〜施設等での経験をもとに病院外の施設との協力について説明できる」","","教育システムという意味であれば学生の学習目標ではないと思いますので削除でよいと思いますし、医療・福祉・介護の実践のための施設間の連携という意味だとしても、学生レベルを超えています。また後者の場合は総合34.40あたりで扱われているので、結局削除でよいのでは。","","","記載場所？","","学生が自ら協力をえるとは思いにくいです","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4Y","G-04-03-na-03","必要に応じて臨床教授制度等を利用する。","","削除:必要に応じて臨床教授制度等を利用する。","","","","","","","方略であるため","削除しました","この項目は削除 → 方略で記載を","これは学生ではなく教員のやるべきことでは？もしくは方略か？","患者ケアに必要な連携で臨床教授制度を利用する、というのをどうカリキュラムに反映させればいいのか想像がつきません。削除でもよいのでは？","","","不要では・","","学生自らが利用するとは思いにくいです","組織体制などの方略だと思います。主語が医学生ではなくなっています。",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4c","G-04-03-na-04","早期臨床体験実習を拡充し、低学年から継続的に地域医療の現場に接する機会を設ける。","","削除:早期臨床体験実習を拡充し、低学年から継続的に地域医療の現場に接する機会を設ける。","","","","","","","方略であるため","削除しました","この項目は削除 → 方略で記載を
「医学生の早い段階から患者と接する経験をもとに、医学と地域医療を含む医療について概説できる」くらいだと目標にすることは不可能ではないか？","これは学生ではなく教員のやるべきことでは？もしくは方略か？","学生のアウトカムとしての表現ではないと思いますし、早期体験実習や継続的な地域医療の実習機会は、総合で扱われているアウトカムを達成するための方略だと思いますので、削除でよいのでは。","","","ここでは不要では？","","主語が学生ではないと思います","総合の「地域におけるプライマリ・ケア」にも属する項目かもしれません。ただ、主語は医学生になるように修正した方がよろしいかと思います。もしくは方略でしょうか。",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4g","G-04-03-na-05","衛生学・公衆衛生学実習等と連携し、社会医学的（主に量的）な視点から地域を診る学習機会を作る。","","削除:衛生学・公衆衛生学実習等と連携し、社会医学的（主に量的）な視点から地域を診る学習機会を作る。","","","","","","","方略であるため","削除しました","この項目は削除 → 方略で記載を","これは学生ではなく教員のやるべきことでは？もしくは方略か？","総合83に統合：「患者、家族、生活環境、地域社会、病院等の組織等について理解し【誰と？】共有するために、 量的研究のみならず、エスノグラフィ等の質的記述的研究の基本的な視点や方法(参与観察やインタビュー)を用いることができる。」学習機会を作るのは学生の目標ではないと思いますので。","","","
ここでは不要では？
","","主語が学生ではないと思います","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4k","G-04-03-na-06","人類学・社会学・心理学・哲学・教育学等と連携し、行動科学・社会科学的（主に質的）な視点から地域における生活の中での医療を知り体験する学習機会を作る。","","削除:人類学・社会学・心理学・哲学・教育学等と連携し、行動科学・社会科学的（主に質的）な視点から地域における生活の中での医療を知り体験する学習機会を作る。","","","","","","","方略であるため","削除しました","この項目は削除 → 方略で記載を","これは学生ではなく教員のやるべきことでは？もしくは方略か？","学習機会を作るのは学生のアウトカムではないと思うのと、あまりに高い統合された能力としての表現であり、学生のカリキュラムに落とし込むにはもう少し細分化したほうがよいと思います。すでに総合83で行動科学・社会科学的アプローチの適用、哲学は社会53、教育学は生涯17-20で扱われており、心理学はコミュ11で扱うことにして、削除でよいのでは？","","","ここでは不要では？","","主語が学生ではないと思います","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4o","G-04-04-na-04","チームトレーニングによって、チーム医療の実践能力を高める。","","削除:チームトレーニングによって、チーム医療の実践能力を高める。","","","","","","","方略であるため","削除しました","この項目は削除 → 方略で記載を","多職種連携と重なる","チームトレーニングは方略であり、ここではチーム医療の実践能力として具体的にどのような資質や能力（およびそのために学ぶべき内容）だと思いますが、それは多職種で扱われています。したがって削除を提案します。","","","","","多職種でしょうか。チームトレーニングの意味がわかりかねます","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4s","F-02-14-na-02","リハビリテーション・チームの構成を理解し、医師の役割を説明できる。","","削除:リハビリテーション・チームの構成を理解し、医師の役割を説明できる。","","","","","","","「理学療法、作業療法と言語聴覚療法を概説できる。」と統合","削除しました","リハビリテーション・チームの目的と構成を理解し、チームのなかでの医師の役割を説明できる。","","","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir4w","F-02-15-na-02","在宅医療における多職種連携の重要性を説明できる。","","削除:在宅医療における多職種連携の重要性を説明できる。","","","","","","","総合へ","削除しました","在宅医療における多職種連携経験し、その目的と重要性を説明できる","多職種連携と重なる","「重要性を説明できる」がもう少し具体的なほうが、何を学ぶべきかがわかりやすい。「在宅医療に携わる多職種の構成、および多職種連携の目的や課題について説明できる。」","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","褥瘡の予防、評価、処置・治療について理解している。","Jkxir40","F-02-15-na-03","褥瘡の予防、評価、処置・治療及びチーム医療の重要性を説明できる。","褥瘡の予防、評価、処置・治療及びチーム医療の重要性を説明できる。","褥瘡の予防、評価、処置・治療及びチーム医療の重要性を説明できる。","褥瘡の予防、評価、処置・治療について理解している。","説明→理解、チーム医療を削除","",2.0,"","褥瘡の予防、評価、処置・治療について理解している。","","","","","","","","","","","",""
"治療を含む対応の実施","患者ケアに必要な連携","","Jkxir44","F-02-16-na-01","緩和ケア（緩和ケアチーム、ホスピス、緩和ケア病棟、在宅緩和ケアを含む）を概説できる。","緩和ケア（緩和ケアチーム、ホスピス、緩和ケア病棟、在宅緩和ケア等）を説明できる。","緩和ケア（緩和ケアチーム、ホスピス、緩和ケア病棟、在宅緩和ケアを含む）を説明できる。","","総合30-32と重複","",2.0,"","","","技能で審議しこのままとしました","緩和ケア（・・・・・）の目的と重要性を説明できる","","緩和ケアそのものに対する説明能力は、技能よりは知識で扱うべき。連携に関するから技術でということだと思うので、「緩和ケアにおける多職種連携（緩和ケアチーム,...）を概説できる」","","","","","","",""
"治療を含む対応の実施","診療計画カンファレンス","症例検討会において適切にプレゼンテーションできる。","Jkxir48","F-03-03-na-03","症例を適切に要約する習慣を身に付け、状況に応じて提示できる。","医師カンファレンスにおいて症例を適切に要約し提示できる。","医師カンファレンスにおいて症例を適切に要約し提示できる。","症例検討会において適切にプレゼンテーションできる。","日本語を修正","",2.0,"","症例検討会において適切にプレゼンテーションできる。","（≒プレゼンテーションスキル、小松）","技能で審議しこのままとしました","医師カンファレンスと限定しなくてよいのでは","","","","","","","","",""
"治療を含む対応の実施","診療計画カンファレンス","","Jkxir5A","","","多職種カンファレンスに参加し発言することができる。","多職種カンファレンスに参加し発言することができる。","","連携６と重複","",2.0,"","","新設","技能で審議しこのままとしました","上と合同して、要約・提示でいいと思います","多職種連携と重なる","","","","","","","",""
"治療を含む対応の実施","診療計画カンファレンス","診察で得た情報を上級医にわかりやすく報告できる。","Jkxir5E","F-03-02-na-05","診察で得た所見、診断、必要な検査を上級医に説明、報告できる。","診察で得た所見、診断、必要な検査を上級医に説明、報告できる。","診察で得た所見、診断、必要な検査を上級医に説明、報告できる。","診察で得た情報を上級医にわかりやすく報告できる。","日本語を修正","",2.0,"","診察で得た情報を上級医にわかりやすく報告できる。","（≒プレゼンテーションスキル、小松）","技能で審議しこのままとしました","","","診察所見を説明・報告する（Reporter）レベルでよいのか、所見を解釈した診断推論および必要な検査の提案（Interpreter）レベルなのか。後者を卒業時レベルのアウトカムにするなら、それを明確にしたほうがよい。「診察で得た所見を解釈し、診断および必要な検査についての考察を上級医に説明できる。」","","","","","","201と203の配置を入れ替え。",""
"診療経過の振り返りと改善","振り返りカンファレンス","M&Mカンファレンスに参加して自身の意見を述べることができる。","Jkxir5I","","","M&Mカンファレンスに参加し発言することができる。","M&Mカンファレンスに参加し発言することができる","M&Mカンファレンスに参加して自身の意見を述べることができる。","","",2.0,"","M&Mカンファレンスに参加して自身の意見を述べることができる。","多職種カンファレンスに入れてしまう（もしくは患者安全の方？）。Ｍ＆Ｍを第4層でもよい。→第4層としてみました。文言はこれで良いでしょうか?(近藤)","技能で審議しこのままとしました","発言が何を意味するか？","いいですね！","M&M (Morbidity and Mortality) カンファレンス","","具体的で良いですが、発言できるかどうかは、学生の態度以上に会の空気次第だと思います。","","","","",""
"診療経過の振り返りと改善","振り返りカンファレンス","CPCに参加して自身の意見を述べることができる。","Jkxir5M","","","CPCカンファレンスに参加し発言することができる。","CPCカンファレンスに参加し発言することができる","CPCに参加して自身の意見を述べることができる。","CPCカンファランスは日本語がおかしい","",2.0,"","CPCに参加して自身の意見を述べることができる。","医師カンファレンスに入れてしまう。ＣＰＣを第4層にでもよい。→第4層の場合医師カンファレンスが第3層でしょうか? CPCは治療を含む対応の実施では内転が気にかかります(近藤)","技能で審議しこのままとしました","上とまとめてもいいのでは","いいですね！","CPC (Clinico-pathological conference)。「カンファレンス」が重複するので削除。","","同上","","","","","【宮地】（やっぱり「CPCカンファレンス」って変だと思うんですけど、私だけですか？CPCか臨床病理検討会では？）"
"診療経過の振り返りと改善","自己省察とメタ認知","","Jkxir5Q","F-02-01-na-06","状況に応じ、診断プロセスと治療やマネジメントが並行して行われることが説明できる。","診療中に自分が行っている診療を振り返ることができる。","診療中に自分が行っている診療を振り返ることができる","","生涯18と重複","",2.0,"","","","文言を修正しました","同時進行がわかっていないと卒業できないという意味でしょうか？学修目標になりますか？","","これをどのようにカリキュラムに落とし込むかが想定しにくい。「緊急性や重症度に応じ、医療面接・身体診察・検査などの情報収集、診断確定、治療の各プロセスの優先度の判断や同時並行での実施といった、全体を俯瞰した臨床マネジメントを指導医と行うことができる」ということでしょうか？","","診断的治療を意図しているのであれば、メタ認知のレベルとは言えません∴削除","","","","",""
"診療経過の振り返りと改善","自己省察とメタ認知","","Jkxir5U","G-04-04-na-05","振り返りによって自己省察能力を高める。","診療後に自分が行った診療を振り返ることができる。","診療後に自分が行った診療を振り返ることができる","","生涯18と重複","",2.0,"","","","文言を修正しました","その通りで重要なことなのですが、具体的でなく振り返りで省察するという文章も馬から落ちて落馬するような・・","生涯と重なる","パフォーマンスとしての表現に近づけるなら「振り返りによって自己省察的に学習できる」","","","","振り返りと自己省察の違いがよく分かりません。","生涯でしょうか","生涯にわたって共に学ぶ姿勢にも省察があるため、どちらかに統合。その場合、メタ認知は必要なので残す。",""
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5Y","F-02-01-na-05","診断過誤の原因とその防止法を説明できる。","","削除：診断エラーの原因とその防止法を説明できる。","","","","","","","","削除しました","医療安全（患者安全）のところへ移しては","","","","","","","","「診断過誤」は「診断エラー」への変更はいかがでしょうか。昨今は後者で呼ばれる機会が増えております。",""
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5c","F-03-03-na-04","プライバシー保護とセキュリティーに充分配慮できる。","","削除:プライバシー保護とセキュリティーに充分配慮できる。","","","","","","","コミュニケーションチームあるいは情報チームへ","削除しました","コミュニケーションチームあるいは情報チームへ","","コミュ5-6で扱われており、削除でもよい？","","","","充分→十分ではないでしょうか。","コミュにもありました","",""
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5g","F-03-05-01-02","患者の安全を重視し、有害事象が生じた場合は適切に対応ができる。","","削除:患者の安全を重視し、有害事象が生じた場合は適切に対応ができる。","","","","","","","医療安全（生涯教育）へ","削除しました","医療安全（生涯教育）へ","","卒業時レベルだとひとりで対応できることではなく、まず上級医への報告では。「患者の安全を重視し、有害事象が生じた場合は上級医に報告できる」","","","","","","",""
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5o","F-03-05-01-03","患者のプライバシー、羞恥心、苦痛に配慮し、個人情報等を守秘できる。","","削除:患者のプライバシー、羞恥心、苦痛に配慮し、個人情報等を守秘できる。","","","","","","","コミュニケーションチームへ","削除しました","コミュニケーションチームへ","","コミュ5と重複","","","統合可能そうです。","","","",""
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5s","F-03-05-01-04,F-03-06-01-03","感染を予防するため、診察前後の標準予防策(standard precautions)ができる。,手指衛生等の標準予防策(standard precautions)を実施できる。","","削除：感染を予防するため、診察前後の標準予防策(standard precautions)ができる。","","","","","","","標準予防策〈standard precautions〉の必要性を説明し、実践できる。に統合","削除しました","","","213と統合し、「診察前後などに手指衛生等の標準予防策（standard precautions）を実施できる」でよいのでは。","","","","","知識と重なります","","【宮地】知識221に統合（ただし「理解している」レベル）"
"診療経過の振り返りと改善","患者安全の配慮と促進","","Jkxir5w","F-03-06-01-03","手指衛生等の標準予防策(standard precautions)を実施できる。","","削除:手指衛生等の標準予防策(standard precautions)を実施できる。","","","","","","","「感染を予防するため、診察前後の標準予防策(standard precautions)ができる。」に統合","削除しました","","","","標準予防策〈standard precautions〉と記載","","","","生涯と重なります","","【宮地】知識221に統合（ただし「理解している」レベル）"
"医療の質と患者安全","医療の質向上","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","JkxoFEA","","","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","ママ","",2.0,"","品質改善の手法を用いて医療を改善する重要性を理解し、繰り返し評価する姿勢を身に着ける。","新規","","","","","","","","","","",""
