"タブ名","第1層イニシャル","第1層","第1層説明","編集用シート","第2層","第2層説明","第2層メモ","第3層","UID","第4層","メモ"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","Jkxp2IA","多職種（多学部）と対等な関係を構築できる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","Jkxp2IE","多職種（多学部）と一緒に成長する志を醸成できる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","関係性への働きかけ","Jkxp2II","多職種（多学部）との対人葛藤が起きないようにできる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","Jkxp2IM","自職種が持ちやすい価値観を説明できる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","Jkxp2IQ","自職種の役割を説明できる。","修正：左記の学修目標では、保健、医療、福祉と介護のチーム連携における医師の役割を説明できると記載されていたが、患者やセッティングに応じて優先する職種が異なることもあるため、細かい文脈は方略に記載することを提案する。"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","自職種の省察","Jkxp2IU","他職種（他学部）に影響しうる自職種（自学部）の行動を分析できる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","Jkxp2IY","他職種の役割を説明できる。","修正：左記の学修目標の後半には、連携・責任体制を説明できるとなっており、学生に求める目標としては高いため、削除した。他職種も医療チームの構成や各構成員（医師、歯科医師、薬剤師、看護師、その他の医療職）と保健、医療、福祉と介護のチーム連携が別に分かれていたため、ここは統合し、他職種とし方略に記載することを提案する。"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","Jkxp2Ic","他職種（他学部）の価値観を説明できる。","新規"
"連携","IP","多職種連携能力","保健、医療、福祉、介護など患者・家族に関わる全ての人々の役割を理解し、お互いに良好な関係を築きながら、患者・家族・地域の課題を共有し、関わる人々と協働することができる。","https://docs.google.com/spreadsheets/d/12YVz3fmZJXgpk11Vyh9qjtblSDoxioajhkn5ca9xtMI/edit?usp=sharing","連携に必要とされるアプローチ","自他の役割や思考・行為・感情・価値観を踏まえ、協働する職種で信頼関係を構築し、時に生じる職種間の葛藤にも適切に対応しながら、 互いの知識・技術を活かし合い、職種としての役割を全うできる。","","他職種の理解","Jkxp2Ig","他職種（他学部）が働く職場環境・学習環境について説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","JkxoNsc","健康及び公衆衛生（地域共生社会含む）の概念を説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","JkxoNsg","予防の段階と戦略を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","公衆衛生","JkxoNsk","地域診断、PDCAサイクルなど科学的根拠に基づく公衆衛生活動に参加する。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","JkxoNso","生存権などの健康に関する基本的人権と社会保障（社会保険、社会福祉、公的扶助）を説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","JkxoNss","社会保険の財源と支払い方式を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","JkxoNsw","国民皆保険としての医療保険、介護保険、年金保険を含む社会保険を説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","社会保険、公的扶助、社会福祉","JkxoNs0","障害者の日常生活及び社会生活を総合的に支援するための法律（障害者総合支援法）など障害者福祉を説明できる。","B-01-08-na-13　追加"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNs4","保健所・市町村保健センター・地方衛生研究所の役割、地域保健法等、地域保健体制を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNs8","健康増進法、栄養、身体活動、休養等、健康増進施策を説明できる。","B-01-05-na-02　追加"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtA","母子保健法、母体保護法、児童福祉法、児童虐待防止法等、母子保健施策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtE","学校医、学校感染症、学校保健安全法等、学校保健を説明できる",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtI","特定健康診査・特定保健指導、高齢者の医療の確保に関する法律（高齢者医療確保法）等、成人及び高齢者保健施策（介護予防含む）を説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtM","がん対策基本法、がん登録等の推進に関する法律等、がん対策を説明できる。","B-01-05-na-02は栄養・食育・食生活なので、新規扱いで可"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtQ","自殺対策基本法、精神保健福祉法等、精神衛生・心の健康に関する施策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","地域保健","JkxoNtU","8020、フッ化物の利用、全身の健康との関連等、歯科保健施策を説明できる。","B-01-08-na-13は　障害者福祉・精神保健医療福祉。
D-14-04-01-09　歯科疾患（う蝕、歯周病等）とその全身への影響や口腔機能管理を概説できる　を追加。"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtY","産業保健の意義、労働衛生の3管理など、産業保健の基本的な考え方を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtc","産業医の選任義務、労働安全衛生法、労働基準法等、産業保健の基本的な法令を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtg","労働災害及び職業性疾病とのその対策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNtk","有害物質による産業中毒とその対策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNto","水道、建築物における衛生的環境の確保に関する法律（建築物衛生法）、住宅環境等、生活環境衛生施策を説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","産業保健・環境保健","JkxoNts","環境基本法、公害、廃棄物の処理及び清掃に関する法律（廃棄物処理法）等、環境保全施策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNtw","健康危機の概念と種類、それらへの対応を説明できる","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt0","健康危機時のリスクコミュニケーションを説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt4","食品衛生法、食品営業、食中毒の状況等、食品衛生施策を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNt8","感染症の予防及び感染症の患者に対する医療に関する法律（感染症法）、検疫法、予防接種法、新型インフルエンザ等対策特別措置法等、感染症対策を説明できる",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuA","災害対策基本法、災害救助法等、自然災害の対応を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuE","災害拠点病院、種々の活動チーム等、災害保健医療 を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","社会保障","憲法で定められた「生存権」を守る社会保障制度、公衆衛生とは何か、地域保健、産業保健、健康危機管理を理解する。保健統計の意義・利用法を学ぶ。","","健康危機管理","JkxoNuI","放射線事故、テロリズム、国民保護法の適用事象等、種々の健康危機の種類別の対応を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuM","主な人口統計（人口静態と人口動態）、疾病・障害の分類・統計（疾病及び関連保健問題の国際統計分類：International Statistical Classification of Diseases and Related Health Problems〈ICD〉等）を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuQ","平均寿命、健康寿命を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","保健統計","JkxoNuU","e-Stat（政府統計の窓口）を利用できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuY","疫学の役割を公衆衛生と臨床の視点で説明できる。","新規"
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuc","割合・比・率の違いを理解し、代表的な疫学指標（有病割合、リスク比、罹患率等）を説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNug","主なバイアス・交絡を（例をあげて）説明できる。",""
"社会","SO","社会における医療の役割の理解","医療は社会の一部であるという認識を持ち、経済的な観点・地域性の視点・国際的な視野も持ちながら、公正な医療を提供し、健康の代弁者として公衆衛生の向上に努める。","https://docs.google.com/spreadsheets/d/10J6QQhkBnSAPc9c6bmSGkr87qaZU6o0T4WwoJH647t8/edit?usp=sharing","疫学・医学統計","人間集団を対象とする研究法である疫学の考え方と意義、主な研究デザインを学ぶ。医学、生物学における統計手法の基本的な考え方を理解する。","","疫学","JkxoNuk","年齢調整における直接法と間接法の違いを説明できる。",""
