"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
1439.0,"F 診療の基本","F-2 基本的診療知識","F-2-13) 輸血と移植","なし","④輸血の適正使用、成分輸血、自己血輸血、緊急時の輸血を説明できる。"
1440.0,"F 診療の基本","F-2 基本的診療知識","F-2-13) 輸血と移植","なし","⑤臓器移植、造血幹細胞移植の種類と適応を説明できる。"
1441.0,"F 診療の基本","F-2 基本的診療知識","F-2-13) 輸血と移植","なし","⑥移植と組織適合性の関係を説明できる。"
1442.0,"F 診療の基本","F-2 基本的診療知識","F-2-13) 輸血と移植","なし","⑦移植後の拒絶反応、移植片対宿主病の病態生理と発症時の対応を説明できる。"
1443.0,"F 診療の基本","F-2 基本的診療知識","F-2-13) 輸血と移植","なし","⑧免疫抑制薬の種類、適応と副作用を説明できる。"
1444.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","①リハビリテーションの概念と適応（心大血管疾患、呼吸器疾患、癌等の内部障害を含む）を説明できる。"
1445.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","②リハビリテーション・チームの構成を理解し、医師の役割を説明できる。"
1446.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","③福祉・介護との連携におけるリハビリテーションの役割を説明できる。"
1447.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","④障害を国際生活機能分類の心身機能・身体構造、活動、参加に分けて説明できる。"
1448.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","⑤機能障害と日常生活動作(activities of daily living <ADL>)の評価ができる。"
1449.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","⑥理学療法、作業療法と言語聴覚療法を概説できる。"
1450.0,"F 診療の基本","F-2 基本的診療知識","F-2-14) リハビリテーション","なし","⑦主な歩行補助具、車椅子、義肢（義手、義足）と装具を概説できる。"
1451.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","①在宅医療の在り方、今後の必要性と課題を概説できる。"
1452.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","②在宅医療における多職種連携の重要性を説明できる。"
1453.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","③褥瘡の予防、評価、処置・治療及びチーム医療の重要性を説明できる。"
1454.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","④在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。"
1455.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","⑤介護の定義と種類を説明できる。"
1456.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","⑥日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。"
1457.0,"F 診療の基本","F-2 基本的診療知識","F-2-15) 在宅医療と介護","なし","⑦地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。"
1458.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","①緩和ケア（緩和ケアチーム、ホスピス、緩和ケア病棟、在宅緩和ケアを含む）を概説できる。"
1459.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","②全人的苦痛を説明できる。"
1460.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","③緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。"
1461.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","④疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。"
1462.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","⑤オピオイドの適応と課題を説明できる。"
1463.0,"F 診療の基本","F-2 基本的診療知識","F-2-16) 緩和ケア","なし","⑥緩和ケアにおける患者・家族の心理を説明できる。"
1464.0,"F 診療の基本","F-3 基本的診療技能","F-3-1) 問題志向型システムと臨床推論","なし","①基本的診療知識に基づき、症例に関する情報を収集・分析できる。"
1465.0,"F 診療の基本","F-3 基本的診療技能","F-3-1) 問題志向型システムと臨床推論","なし","②得られた情報を基に、その症例の問題点を抽出できる。"
1466.0,"F 診療の基本","F-3 基本的診療技能","F-3-1) 問題志向型システムと臨床推論","なし","③病歴と身体所見等の情報を統合して、鑑別診断ができる。"
1467.0,"F 診療の基本","F-3 基本的診療技能","F-3-1) 問題志向型システムと臨床推論","なし","④主要疾患の症例に関して、診断・治療計画を立案できる。"
1468.0,"F 診療の基本","F-3 基本的診療技能","F-3-2) 医療面接","なし","①適切な身だしなみ、言葉遣い及び態度で患者に接することができる。"
1469.0,"F 診療の基本","F-3 基本的診療技能","F-3-2) 医療面接","なし","②医療面接における基本的コミュニケーション技法を用いることができる。"
1470.0,"F 診療の基本","F-3 基本的診療技能","F-3-2) 医療面接","なし","③病歴（主訴、現病歴、常用薬、アレルギー歴、既往歴、家族歴、嗜好、生活習慣、社会歴・職業歴、生活環境、家庭環境、海外渡航歴、システムレビュー）を聴き取り、情報を取捨選択し整理できる。"
1471.0,"F 診療の基本","F-3 基本的診療技能","F-3-2) 医療面接","なし","④診察時に患者に適切な体位（立位、座位、半座位、臥位、砕石位）を説明できる。"
1472.0,"F 診療の基本","F-3 基本的診療技能","F-3-2) 医療面接","なし","⑤診察で得た所見、診断、必要な検査を上級医に説明、報告できる。"
1473.0,"F 診療の基本","F-3 基本的診療技能","F-3-3) 診療録（カルテ）","なし","①適切に患者の情報を収集し、問題志向型医療記録<POMR>を作成できる。"
1474.0,"F 診療の基本","F-3 基本的診療技能","F-3-3) 診療録（カルテ）","なし","②診療経過を主観的所見・客観的所見・評価・計画<SOAP>で記載できる。"
1475.0,"F 診療の基本","F-3 基本的診療技能","F-3-3) 診療録（カルテ）","なし","③症例を適切に要約する習慣を身に付け、状況に応じて提示できる。"
1476.0,"F 診療の基本","F-3 基本的診療技能","F-3-3) 診療録（カルテ）","なし","④プライバシー保護とセキュリティーに充分配慮できる。"
1477.0,"F 診療の基本","F-3 基本的診療技能","F-3-4) 臨床判断","なし","①臨床疫学的指標（感度・特異度、尤度比等）を考慮して、必要十分な検査を挙げ、症例における検査結果の臨床的意義を解釈できる。"
1478.0,"F 診療の基本","F-3 基本的診療技能","F-3-4) 臨床判断","なし","②科学的根拠に基づいた治療法を述べることができる。"
1479.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","①患者の立場を尊重し、信頼を得ることができる。"
1480.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","②患者の安全を重視し、有害事象が生じた場合は適切に対応ができる。"
1481.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","③患者のプライバシー、羞恥心、苦痛に配慮し、個人情報等を守秘できる。"
1482.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","④感染を予防するため、診察前後の標準予防策(standard precautions)ができる。"
1483.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","⑤身だしなみ、言葉遣い及び態度等に気を配ることができる。"
1484.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(1) 基本事項","⑥患者の状態から診察が可能かどうかを判断し、状態に応じた診察ができる。"
1485.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","①身長・体重を測定し、body mass index <BMI>の算出、栄養状態を評価できる。"
1486.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","②上腕で触診、聴診法により血圧を測定できる。"
1487.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","③両側の橈骨動脈で脈拍を診察できる。"
1488.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","④呼吸数を測定し、呼吸の異常の有無を確認できる。"
1489.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","⑤腋窩で体温を測定できる。"
1490.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","⑥下肢の動脈の触診等、下腿の血圧測定（触診法）、大腿の血圧測定（聴診法）を実施できる。"
1491.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(2) 全身状態とバイタルサイン","⑦全身の外観（体型、栄養、姿勢、歩行、顔貌、皮膚、発声）を評価できる。"
1492.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","①頭部（顔貌、頭髪、頭皮、頭蓋）の診察ができる。"
1493.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","②眼（視野、瞳孔、対光反射、眼球運動・突出、結膜）の診察ができる。"
1494.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","③耳（耳介、聴力）の診察ができる。"
1495.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","④耳鏡で外耳道、鼓膜を観察できる。"
1496.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑤音叉を用いて聴力試験を実施できる。"
1497.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑥口唇、口腔、咽頭、扁桃の診察ができる。"
1498.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑦鼻腔、副鼻腔の診察ができる。"
1499.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑧鼻鏡を用いて前鼻腔を観察できる。"
1500.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑨甲状腺、頸部血管、気管、唾液腺の診察ができる。"
1501.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(3) 頭頸部","⑩頭頸部リンパ節の診察ができる。"
1502.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(4) 胸部","①胸部の視診、触診、打診ができる。"
1503.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(4) 胸部","②呼吸音と副雑音の聴診ができる。"
1504.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(4) 胸部","③心音と心雑音の聴診ができる。"
1505.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(4) 胸部","④背部の叩打痛を確認できる。"
1506.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(4) 胸部","⑤乳房の診察を実施できる（シミュレータでも可とする）。"
1507.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","①腹部の視診、聴診ができる。"
1508.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","②区分に応じて腹部の打診、触診ができる。"
1509.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","③圧痛、腹膜刺激徴候、筋性防御の有無を判断できる。"
1510.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","④腹水の有無を判断できる。"
1511.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","⑤腸雑音、血管雑音の聴診ができる。"
1512.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(5) 腹部","⑥直腸（前立腺を含む）指診を実施できる（シミュレータでも可とする）。"
1513.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","①意識レベルを判定できる。"
1514.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","②脳神経系の診察ができる（眼底検査を含む）。"
1515.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","③腱反射の診察ができる。"
1516.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","④小脳機能・運動系の診察ができる。"
1517.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","⑤感覚系（痛覚、温度覚、触覚、深部感覚）の診察ができる。"
1518.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(6) 神経","⑥髄膜刺激所見（項部硬直、Kernig徴候）を確認できる。"
1519.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(7) 四肢と脊柱","①四肢と脊柱（弯曲、疼痛）の診察ができる。"
1520.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(7) 四肢と脊柱","②関節（可動域、腫脹、疼痛、変形）の診察ができる。"
1521.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(7) 四肢と脊柱","③筋骨格系の診察（徒手筋力テスト）ができる。"
1522.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","①主訴からの診断推論を組み立てられる、又はたどることができる。"
1523.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","②疾患の病態や疫学を理解する。"
1524.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","③治療の立案・実施に可能な範囲で参加できる。"
1525.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","④保護者から必要な情報を得たり対応したりすることに可能な範囲で参加できる。"
1526.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","⑤小児の成長・発達の評価に可能な範囲で参加できる。"
1527.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","⑥基本的な小児科診察ができる。"
1528.0,"F 診療の基本","F-3 基本的診療技能","F-3-5) 身体診察","F-3-5)-(8) 小児の診察","⑦どのように小児科にコンサルテーションすればよいか説明できる。"
1529.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(1) 一般手技","①皮膚消毒を実施できる。"
1530.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(1) 一般手技","②静脈採血をシミュレータで実施できる。"
1531.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(1) 一般手技","③手指衛生等の標準予防策(standard precautions)を実施できる。"
1532.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(2) 検査手技","①尿検査（尿沈渣を含む）を実施できる。"
1533.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(2) 検査手技","②末梢血塗抹標本を作成し、観察できる。"
1534.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(2) 検査手技","③微生物学検査（Gram染色を含む）を実施できる。"
1535.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(2) 検査手技","④12誘導心電図を記録できる。"
1536.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(2) 検査手技","⑤経皮的酸素飽和度を測定できる。"
1537.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(3) 外科手技","①無菌操作を実施できる。"
1538.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(3) 外科手技","②手術や手技のための手洗いができる。"
1539.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(3) 外科手技","③手術室におけるガウンテクニックができる。"
1540.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(4) 救命処置","①緊急性の高い状況かどうかをある程度判断できるようになる。"
1541.0,"F 診療の基本","F-3 基本的診療技能","F-3-6) 基本的臨床手技","F-3-6)-(4) 救命処置","②一次救命処置を実施できる。"
1542.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","「A 医師として求められる基本的な資質・能力」（以下、再掲）を常に意識しながら、臨床実習を行う。"
1543.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","１ プロフェッショナリズム"
1544.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","２ 医学知識と問題対応能力"
1545.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","３ 診療技能と患者ケア"
1546.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","４ コミュニケーション能力"
1547.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","５ チーム医療の実践"
1548.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","６ 医療の質と安全の管理"
1549.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","７ 社会における医療の実践"
1550.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","８ 科学的探究"
1551.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(1) 医師として求められる基本的な資質・能力（A参照）","９ 生涯にわたって共に学ぶ姿勢"
1552.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(2) 診療の基本（F参照）","「F 診療の基本」の内容を基盤として、臨床の現場で研鑽を積む。"
1553.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","１．病歴を聴取して身体診察を行う。"
1554.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","２．鑑別診断を想定する。"
1555.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","３．基本的な検査の結果を解釈する。"
1556.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","４．処方を計画する。"
1557.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","５．診療録（カルテ）を記載する。"
1558.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","６．患者の状況について口頭でプレゼンテーションする。"
1559.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","７．臨床上の問題を明確にしてエビデンスを収集する。"
1560.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","８．患者さんの申し送りを行う・受け取る。"
1561.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","９．多職種のチームで協働する。"
1562.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","10．緊急性の高い患者さんの初期対応を行う。"
1563.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","11．インフォームド・コンセントを得る。"
1564.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","12．基本的臨床手技を実施する。"
1565.0,"G 臨床実習","G-1 診療の基本","G-1-1) 臨床実習","G-1-1)-(3) 学生を信頼し任せられる役割","13．組織上の問題の同定と改善を通して医療安全に貢献する。"
1566.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","感染症：肺炎"
1567.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","感染症：結核"
1568.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","感染症：尿路感染症"
1569.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","腫瘍：悪性リンパ腫"
1570.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","腫瘍：腎細胞癌"
1571.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","自己免疫：全身性エリテマトーデス<SLE>"
1572.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","自己免疫：炎症性腸疾患"
1573.0,"G 臨床実習","G-2 臨床推論","G-2-1) 発熱","なし","環境：熱中症"
1574.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","感染症・炎症性：結核"
1575.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","感染症・炎症性：肝炎"
1576.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","精神：うつ病"
1577.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","精神：双極性障害"
1578.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","中毒性：アルコール依存症"
1579.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","中毒性：薬物依存症"
1580.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","内分泌・代謝：甲状腺機能亢進症"
1581.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","内分泌・代謝：甲状腺機能低下症"
1582.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","内分泌・代謝：更年期障害"
1583.0,"G 臨床実習","G-2 臨床推論","G-2-2) 全身倦怠感","なし","腫瘍：悪性腫瘍全般"
1584.0,"G 臨床実習","G-2 臨床推論","G-2-3) 食思(欲)不振","なし","腫瘍：悪性腫瘍全般"
1585.0,"G 臨床実習","G-2 臨床推論","G-2-3) 食思(欲)不振","なし","消化器：機能性ディスペプシア<FD>"
1586.0,"G 臨床実習","G-2 臨床推論","G-2-3) 食思(欲)不振","なし","呼吸器：慢性閉塞性肺疾患<COPD>"
1587.0,"G 臨床実習","G-2 臨床推論","G-2-3) 食思(欲)不振","なし","循環器：心不全"
1588.0,"G 臨床実習","G-2 臨床推論","G-2-3) 食思(欲)不振","なし","精神：うつ病"
1589.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重増加）急性：心不全"
1590.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重増加）急性：ネフローゼ症候群"
1591.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重増加）慢性：甲状腺機能低下症"
1592.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）腫瘍：悪性腫瘍全般"
1593.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）内分泌：糖尿病"
1594.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）内分泌：甲状腺機能亢進症"
1595.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）精神：うつ病"
1596.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）感染症：結核"
1597.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）自己免疫：炎症性腸疾患"
1598.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）消化器：慢性膵炎"
1599.0,"G 臨床実習","G-2 臨床推論","G-2-4) 体重増加・体重減少","なし","（体重減少）中毒：アルコール依存症"
1600.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","循環血液量減少性：急性消化管出血"
1601.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","循環血液量減少性：大動脈瘤破裂"
1602.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","循環血液量減少性：熱傷"
1603.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","心原性：急性心筋梗塞"
1604.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","心原性：心筋炎"
1605.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","閉塞性：緊張性気胸"
1606.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","閉塞性：肺塞栓症"
1607.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","血液分布異常性：敗血症"
1608.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","血液分布異常性：急性膵炎"
1609.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","血液分布異常性：アナフィラキシー"
1610.0,"G 臨床実習","G-2 臨床推論","G-2-5) ショック","なし","血液分布異常性：脊髄損傷"
1611.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","心血管：急性心筋梗塞"
1612.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","心血管：急性大動脈解離"
1613.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","心血管：大動脈瘤破裂"
1614.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","呼吸器：緊張性気胸"
1615.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","呼吸器：外傷性気胸"
1616.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","神経原性：くも膜下出血"
1617.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","神経原性：頭部外傷"
1618.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","神経原性：脊髄損傷"
1619.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","自己免疫：アナフィラキシー"
1620.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","環境：熱中症"
1621.0,"G 臨床実習","G-2 臨床推論","G-2-6) 心停止","なし","環境：寒冷による障害"
1622.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","脳原発性：くも膜下出血"
1623.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","脳原発性：頭蓋内血腫"
1624.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","脳原発性：脳炎"
1625.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：心筋梗塞"
1626.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：不整脈"
1627.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：肺塞栓症"
1628.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：てんかん"
