"第2層","第3層","第4層","UID","H28対応項目","第4層(技術参与清書)","H28表記","第4層(20220302査読直前)","修正提案(20220302)","査読コメント(20220302)","全体編集コメント","チームからの返信（原案どおりなら１、修正案に賛成なら２）","チームからのコメント（あれば）","第4層(計算列)","メモ","Unnamed: 15","査読への返答","A","B","C","D","E","F","G","H","I"
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","他のリウマチ性疾患の病態生理、症候、診断、治療とリハビリテーションについて理解している","JkxnuZ8","","他のリウマチ性疾患（強直性脊椎炎・反応性関節炎・乾癬性関節炎・掌蹠膿疱症性関節炎・結晶誘発性関節炎・変形性関節症・リウマチ性多発筋痛症・線維筋痛症・IgG4関連疾患・再発性多発軟骨炎・リウマチ熱）の病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。","","他のリウマチ性疾患（強直性脊椎炎・反応性関節炎・乾癬性関節炎・掌蹠膿疱症性関節炎・結晶誘発性関節炎・変形性関節症・リウマチ性多発筋痛症・線維筋痛症・IgG4関連疾患・再発性多発軟骨炎・リウマチ熱）の病態生理、症候、診断、治療とリハビリテーションを説明でき、節外症状を説明できる。","他のリウマチ性疾患の病態生理、症候、診断、治療とリハビリテーションについて理解している","別表","【宮地】同上",2.0,"","他のリウマチ性疾患の病態生理、症候、診断、治療とリハビリテーションについて理解している","新設,卒業時の到達目標ですからリストアップされる疾患名は必然的に増えるかと思われます。関節リウマチとその他と別立てにしてみました。(校正者)、コアとして必要なもののみの記載？","","コアとして必要なもののみの記載？","","","「〜、症状・症候（節外症状含む）、」","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","成人スチル病、若年性特発性関節炎（JIA）の病態、診断、治療について理解している。","JkxnuaA","E-04-03-02-03,E-04-03-02-04","成人スチル病、若年性特発性関節炎（JIA）の病態、診断、治療について説明できる。","成人Still病の症候、診断と治療を説明できる。,若年性特発性関節炎(juvenile idiopathic arthritis <JIA>)の特徴を説明できる。","成人Still病、若年性特発性関節炎(juvenile idiopathic arthritis <JIA>)の病態、診断、治療について説明できる。","成人スチル病、若年性特発性関節炎（JIA）の病態、診断、治療について理解している。","日本医学会医学用語辞典より変更","",2.0,"疾患名については別表とした方がよいのではないでしょうか","成人スチル病、若年性特発性関節炎（JIA）の病態、診断、治療について理解している。","","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身性エリテマトーデス（SLE）の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療について理解している。","JkxnuaE","E-04-03-03-01,E-04-03-03-02,E-04-03-03-03","全身性エリテマトーデス（SLE）の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療を説明できる。","全身性エリテマトーデス<SLE>の病態生理、症候、診断と治療を説明できる。,全身性エリテマトーデス<SLE>の合併症（神経精神全身性エリテマトーデス、ループス腎炎）を説明できる。,抗リン脂質抗体症候群の病態生理、症候、診断と治療を説明できる。","全身性エリテマトーデス<SLE>の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療を説明できる。","全身性エリテマトーデス（SLE）の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","全身性エリテマトーデス（SLE）の病態生理、症候、診断と治療、合併症（中枢神経ループス・ループス腎炎・抗リン脂質抗体症候群）の病態生理、症候、診断と治療について理解している。","（そもそもチームへの提案）SLEは何でも起こしますからそもそも本領域でE-4-2の症候を立てる意義があるのかが悩ましいところです（YM）　SLEの合併症　中枢神経ループスとしました。　あと「など」も付けました。(校正者)","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）について理解している。","JkxnuaI","E-04-03-04-01","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）を説明できる。","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","全身性強皮症の病態生理、分類、症候、診断及び臓器病変（特に肺・腎）について理解している。","","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）について理解している。","JkxnuaM","E-04-03-04-02","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）を説明できる。","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎、悪性腫瘍）を説明できる。","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）を説明できる。","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","皮膚筋炎・多発性筋炎の症候、診断、治療及び合併症（間質性肺炎・悪性腫瘍）について理解している。","","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","混合性結合組織病の症候、診断、治療及び合併症について理解している。","JkxnuaQ","E-04-03-04-03","混合性結合組織病を説明できる。","混合性結合組織病を概説できる。","混合性結合組織病を説明できる。","混合性結合組織病の症候、診断、治療及び合併症について理解している。","293-5に合わせる","【宮地】他と同様に「理解している」に統一するなら、何を理解しているかを特定する必要があるのでは。「〜の症候、診断、治療及び合併症を理解している。」",2.0,"疾患名については別表とした方がよいのではないでしょうか","混合性結合組織病の症候、診断、治療及び合併症について理解している。","これが「概説」だけでよいのか悩みました。(校正者)","説明に統一","説明でよいと思います","","","「〜の病態生理、症状・症候、診断、治療を概説できる（あるいは、説明できる）」","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","シェーグレン症候群の症候、診断、治療及び合併症について理解している。","JkxnuaU","E-04-03-04-04","シェーグレン症候群を説明できる。","Sjögren症候群を概説できる。","Sjögren症候群を説明できる。","シェーグレン症候群の症候、診断、治療及び合併症について理解している。","293-5に合わせる、日本医学会医学用語辞典より変更","【宮地】他と同様に「理解している」に統一するなら、何を理解しているかを特定する必要があるのでは。「〜の症候、診断、治療及び合併症を理解している。」",2.0,"疾患名については別表とした方がよいのではないでしょうか","シェーグレン症候群の症候、診断、治療及び合併症について理解している。","これが「概説」だけでよいのか悩みました。(校正者)","説明に統一","説明でよいと思います","","","「〜の病態生理、症状・症候、診断、治療を概説できる（あるいは、説明できる）」","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","血管炎症候群に含まれる疾患を分類し、その病態生理、症候、診断と治療について理解している。","JkxnuaY","E-04-03-05-01","血管炎症候群に含まれる疾患（巨細胞性動脈炎・高安動脈炎・結節性多発動脈炎・顕微鏡的多発血管炎・多発血管炎性肉芽腫症・好酸球性多発血管炎性肉芽腫症・IgA血管炎・川崎病・悪性関節リウマチ・抗GBM病）を分類/列挙し、その病態生理、症候、診断と治療を説明できる。","全身性血管炎を分類/列挙し、その病態生理、症候、診断と治療を説明できる。","血管炎症候群に含まれる疾患（巨細胞性動脈炎・高安動脈炎・結節性多発動脈炎・顕微鏡的多発血管炎・多発血管炎性肉芽腫症・好酸球性多発血管炎性肉芽腫症・IgA血管炎・川崎病・悪性関節リウマチ・抗GBM病）を分類/列挙し、その病態生理、症候、診断と治療を説明できる。","血管炎症候群に含まれる疾患を分類し、その病態生理、症候、診断と治療について理解している。","別表","",2.0,"疾患名については別表とした方がよいのではないでしょうか","血管炎症候群に含まれる疾患を分類し、その病態生理、症候、診断と治療について理解している。","全身性血管炎を血管炎症候群として、医師国家試験出題基準と照合させて、とくに重要なものをピックアップしました。(校正者)、コアとして必要なもののみの記載？","","コアのもののみの記載？","","","","","抗GBM病は専門的すぎるので割愛。","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","ベーチェット病の症候、診断と治療について理解している。","Jkxnuac","E-04-03-05-02","ベーチェット病の症候、診断と治療を説明できる。","Behçet病の症候、診断と治療を説明できる。","Behçet病の症候、診断と治療を説明できる。","ベーチェット病の症候、診断と治療について理解している。","日本医学会医学用語辞典より変更","",2.0,"疾患名については別表とした方がよいのではないでしょうか","ベーチェット病の症候、診断と治療について理解している。","","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","主要な全身性アレルギー性疾患の分類、特徴、診断および治療について理解している。","Jkxnuag","E-04-03-06-01,E-04-03-06-02,E-04-03-06-03","主要な全身性アレルギー性疾患の分類、特徴、診断および治療を概説できる。","主要な全身性アレルギー性疾患の分類と特徴を概説できる。,アナフィラキシーの症候、診断と治療を説明できる。,食物アレルギーの種類、診断と治療を概説できる。","主要な全身性アレルギー性疾患の分類、特徴、診断および治療を概説できる。","主要な全身性アレルギー性疾患の分類、特徴、診断および治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","主要な全身性アレルギー性疾患の分類、特徴、診断および治療について理解している。","ワードファイルには「主要な全身性アレルギー性疾患の分類と特徴、アナフィラキシー、食物アレルギーの症候、診断と治療を説明できる。」とありました。（KY）,診断と治療は医学生卒業時に必須ではないでしょうか（とくにアナフィラキシーショックを意識）。(校正者)","","メモ案に賛成です","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","原発性免疫不全症の病態、診断と治療について理解している。","Jkxnuak","E-04-03-07-01","原発性免疫不全症の病態、診断と治療を概説できる。","原発性免疫不全症の病態、診断と治療を概説できる。","原発性免疫不全症の病態、診断と治療を概説できる。","原発性免疫不全症の病態、診断と治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","原発性免疫不全症の病態、診断と治療について理解している。","","","","","","「〜の病態、症状・症候、診断、治療を概説できる（あるいは、説明できる）」","","","","82と重なります","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療について理解している。","Jkxnuao","","二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療を概説できる。","","二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療を概説できる。","二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","二次性免疫不全症（悪性腫瘍・医原性・自己免疫疾患による）の病態、診断と治療について理解している。","新設,AIDSは感染症で(校正者)","","感染症へ記載","","","「〜の病態、症状・症候、診断、治療を概説できる（あるいは、説明できる）」","","","","82と重なります","",""
"全身に及ぶ生理的変化、病態、診断、治療","免疫・アレルギー","自己炎症性疾患の病態、診断、治療について理解している。","Jkxnuas","","自己炎症性疾患の病態、診断、治療を説明できる。","","自己炎症性疾患の病態、診断、治療を説明できる。","自己炎症性疾患の病態、診断、治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","自己炎症性疾患の病態、診断、治療について理解している。","新設,痛風、偽痛風は11他のリウマチ疾患に含めてはいかがでしょうか。(校正者)","","H28でももともと別分類、機序も考えると別項目では？","","","288-297と重複しそうですが、必要ですか？削除でよいのでは？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて理解している。","Jkxnuaw","G-04-01-07-05","地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて説明できる。","救急隊員との連携を通じて、病院前救護体制とメディカルコントロールについて学ぶ。","地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて説明できる","地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて理解している。","","",2.0,"","地域の救急医療体制について病院前救護体制、メディカルコントロール、初期・二次・三次救急医療の概念を用いて理解している。","新設","","救急関連をこの項目（第3層）へ移動","","","","","","","","技能188と重なります",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","Jkxnua0","E-05-02-na-03","意識障害","意識障害・失神","意識障害","削除","別表へ","【宮地】別表にまとめては？「救急系（中毒・環境因子による疾患を含む）でみられる症候について理解している。」あるいは技能で「〜について鑑別診断を検討し、診断の要点を説明できる。」レベルが求められているのとあわせる必要があるのでは？「〜で見られる症候について鑑別疾患を検討し、診断の要点を説明できる。」",2.0,"","削除","E-05-02-na-02,E-05-02-na-04,E-05-02-na-05,E-05-02-na-06,E-05-02-na-07,E-05-02-na-12,E-05-02-na-14は削除(校正者)","304-312は別表とした方がよいと思います。","割愛も可能と考えます","","","技能で扱う？","","","","","303-311症候は必要でしょうか（ショックはあってもいい気がしますが）",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","Jkxnua4","E-05-02-na-03","失神","意識障害・失神","失神","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","Jkxnua8","E-02-03-na-03","けいれん","けいれん","けいれん","削除","別表へ","",2.0,"","削除","新設","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubA","E-05-02-na-08","呼吸困難","呼吸困難・息切れ","呼吸困難","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubE","E-02-03-na-12","胸痛","胸痛・胸部圧迫感","胸痛","削除","別表へ","",2.0,"","削除","新設","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubI","E-05-02-na-09","運動麻痺・筋力低下","運動麻痺・筋力低下","運動麻痺・筋力低下","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubM","E-05-02-na-10","腹痛","腹痛","腹痛","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubQ","E-05-02-na-11","悪心・嘔吐","悪心・嘔吐","悪心・嘔吐","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","","JkxnubU","E-05-02-na-13","吐血","吐血・下血","吐血","削除","別表へ","",2.0,"","削除","","","割愛も可能と考えます","","","技能で扱う？","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","ショックの原因分類としての①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸）とそれぞれの病態および診断の要点について理解している。","JkxnubY","C-04-04-na-03, F-01-05-na-01,F-01-05-na-02, G-02-05-na-01,G-02-05-na-02,G-02-05-na-03,G-02-05-na-04,G-02-05-na-05,G-02-05-na-06,G-02-05-na-07,G-02-05-na-08,G-02-05-na-09,G-02-05-na-10,G-02-05-na-11","ショックの原因分類（①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸））とそれぞれの病態および診断の要点を説明できる。","ショック（血流分布異常性ショック（アナフィラキシー、感染性（敗血症性）、神経原性）、循環血液量減少性ショック（出血性、体液喪失）、心原性ショック（心筋性、機械性、不整脈）、閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸））を説明できる。,ショックの原因と病態生理を説明できる。,ショックをきたす疾患(群)を列挙し、診断の要点を説明できる。,循環血液量減少性：急性消化管出血,循環血液量減少性：大動脈瘤破裂,循環血液量減少性：熱傷,心原性：急性心筋梗塞,心原性：心筋炎,閉塞性：緊張性気胸,閉塞性：肺塞栓症,血液分布異常性：敗血症,血液分布異常性：急性膵炎,血液分布異常性：アナフィラキシー,血液分布異常性：脊髄損傷","ショックの原因分類（①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸）とそれぞれの病態および診断の要点を説明できる。","ショックの原因分類としての①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸）とそれぞれの病態および診断の要点について理解している。","（　）を整理しました","【宮地】かっこ：「ショックの原因分類（①血流分布異常性ショック[アナフィラキシー、敗血症性、神経原性]、②循環血液量減少性ショック [出血性、体液喪失]、③心原性ショック[心筋収縮力低下、弁疾患、不整脈]、④閉塞性ショック [心タンポナーデ、肺塞栓症、緊張性気胸] ）とそれぞれの病態および診断の要点を理解している。",2.0,"","ショックの原因分類としての①血流分布異常性ショック（アナフィラキシー、敗血症性、神経原性）、②循環血液量減少性ショック（出血性、体液喪失）、③心原性ショック（心筋収縮力低下、弁疾患、不整脈）、④閉塞性ショック（心タンポナーデ、肺塞栓症、緊張性気胸）とそれぞれの病態および診断の要点について理解している。","技能チームと議論しF/Gのショックの内容を引き取り","","","","","","","","","","","＊第4層の文章が長くて、スプレッドシートで全文が確認できません。"
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","ショックの患者の初期対応および原因に応じた治療について理解している。","Jkxnubc","F-01-05-na-02","ショックの患者の初期対応および原因に応じた治療を説明できる。","ショックをきたす疾患(群)を列挙し、診断の要点を説明できる。","ショックの患者の初期対応および原因に応じた治療を説明できる","ショックの患者の初期対応および原因に応じた治療について理解している。","","【宮地】技能174で薬物によるアナフィラキシーショック限定で対応を補助できると区別する必要は？",2.0,"","ショックの患者の初期対応および原因に応じた治療について理解している。","","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","心停止の原因分類としての①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖）と病態および診断の要点について理解している。","Jkxnubg","F-01-06-na-01, F-01-06-na-02, G-02-06-na-01,G-02-06-na-02,G-02-06-na-03,G-02-06-na-04,G-02-06-na-05,G-02-06-na-06,G-02-06-na-07,G-02-06-na-08,G-02-06-na-09,G-02-06-na-10,G-02-06-na-11","心停止の原因分類（①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖））と病態および診断の要点を説明できる。","心停止の原因と病態生理を説明できる。,心停止をきたす疾患(群)を列挙し、診断の要点を説明できる。,心血管：急性心筋梗塞,心血管：急性大動脈解離,心血管：大動脈瘤破裂,呼吸器：緊張性気胸,呼吸器：外傷性気胸,神経原性：くも膜下出血,神経原性：頭部外傷,神経原性：脊髄損傷,自己免疫：アナフィラキシー,環境：熱中症,環境：寒冷による障害","心停止の原因分類（①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖）と病態および診断の要点を説明できる。","心停止の原因分類としての①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖）と病態および診断の要点について理解している。","（　）を整理しました","",2.0,"疾患名については別表とした方がよいのではないでしょうか","心停止の原因分類としての①心血管原性（急性心筋梗塞、急性大動脈解離、大動脈瘤破裂、肺塞栓）、②呼吸原性（気道閉塞、緊張性気胸、肺実質病変による低酸素血症）、③ 神経原性（重症頭部・脊髄外傷、急性くも膜下出血）、④中毒・環境要因（中毒、熱中症、低体温症）、⑤電解質・酸塩基平衡異常（低・高カリウム血症、アシドーシス、低血糖）と病態および診断の要点について理解している。","技能チームと議論しF/Gの心停止の内容を引き取り","心肺停止　→    心停止でしょうか？（CPAでなくcardiac arrestが一般的　国家試験も心停止を採用）（江頭）","","","","","","","","","","＊第4層の文章が長くて、スプレッドシートで全文が確認できません。"
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","心停止患者の初期対応（一次・二次救命処置）および原因に応じた治療について理解している。","Jkxnubk","F-01-06-na-03","心停止患者の初期対応（一次・二次救命処置）および原因に応じた治療を説明できる。","心停止患者の治療の要点を説明し、専門的治療が必要な状態を概説できる。","心停止患者の初期対応（一次・二次救命処置）および原因に応じた治療を説明できる。","心停止患者の初期対応（一次・二次救命処置）および原因に応じた治療について理解している。","","",2.0,"","心停止患者の初期対応（一次・二次救命処置）および原因に応じた治療について理解している。","","","事実的知識として必要と考えます","","","","","","","","技能175-176で実施となっています",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。","Jkxnubo","E-05-01-na-01","中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。","中毒患者の検査と起因物質の分析を概説できる。","中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。","中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。","","",2.0,"","中毒患者が呈するトキシドロームに基づき病歴および身体所見から中毒の起因物質を推定できる。","修正","","","","","","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","中毒患者への治療としての吸収の阻害、排泄の促進、拮抗薬の適応および禁忌について概説できる。","Jkxnubs","E-05-03-01-03","中毒患者への治療としての吸収の阻害、排泄の促進、拮抗薬の適応および禁忌について概説できる。","有機リン剤、有機塩素剤と有機溶剤による中毒の機序、診断と治療を説明できる。","中毒患者への治療としての「吸収の阻害」、「排泄の促進」、「拮抗薬」の適応および禁忌について概説できる","中毒患者への治療としての吸収の阻害、排泄の促進、拮抗薬の適応および禁忌について概説できる。","","",2.0,"","中毒患者への治療としての吸収の阻害、排泄の促進、拮抗薬の適応および禁忌について概説できる。","修正","","編集用で編集しました","","","「」は不要では。","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）による中毒の病因（発生機序）、症候、診断と治療について理解している。","Jkxnubw","E-05-03-01-01, E-05-03-01-02, E-05-03-01-02, E-05-03-01-05, E-05-03-01-06","食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）による中毒の病因（発生機序）、症候、診断と治療を説明できる。","食中毒の病因、症候と予防法を説明できる。,一酸化炭素中毒の発生機序、症候、診断と治療法を説明できる。,一酸化炭素中毒の発生機序、症候、診断と治療法を説明できる。,アルコール、覚醒剤・麻薬・大麻などの乱用薬物による中毒を説明できる。,医薬品による中毒を説明できる。","食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）による中毒の病因（発生機序）、症候、診断と治療を説明できる。","食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）による中毒の病因（発生機序）、症候、診断と治療について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","食中毒、ガス中毒（一酸化炭素中毒、硫化水素、青酸ガス）農薬（有機リン・有機塩素）、アルコール、薬物（睡眠薬・向精神薬・解熱鎮痛薬・麻薬・覚醒剤）による中毒の病因（発生機序）、症候、診断と治療について理解している。","統合","","編集用で編集しました","","","「以下の〜」とするか、文中に列挙するか、他とあわせたほうがよい","","","","","",""
"全身に及ぶ生理的変化、病態、診断、治療","救急系（中毒・環境因子による疾患を含む）","水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 による中毒について理解している。","Jkxnub0","E-05-03-01-04","水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 による中毒を概説できる。","重金属、青酸、ヒ素、パラコート、自然毒による中毒を概説できる。","水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 による中毒を概説できる。","水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 による中毒について理解している。","","",2.0,"疾患名については別表とした方がよいのではないでしょうか","水銀、鉛、青酸、ヒ素、パラコート、自然毒、腐食剤による中毒（酸、アルカリ、フッ化水素）、ボタン電池誤飲 による中毒について理解している。","","","編集用で編集しました","","","「以下の〜」とするか、文中に列挙するか、他とあわせたほうがよい","","","","","",""
